id,season,city,date,match_type,player_of_match,venue,team1,team2,toss_winner,toss_decision,winner,result,result_margin,target_runs,target_overs,super_over,umpire1,umpire2,result_margin_zscore
829823,2015,23,2015-05-24,Final,RG Sharma,14,10,0,0,field,10,runs,41.0,203.0,20.0,N,HDPK Dharmasena,RK Illingworth,1.1075937126467192
980901,2016,26,2016-04-09,League,AM Rahane,55,10,15,10,bat,16,wickets,9.0,122.0,20.0,N,HDPK Dharmasena,CK Nandan,-0.36672947878091483
980903,2016,23,2016-04-10,League,AD Russell,14,8,3,8,field,8,wickets,9.0,99.0,20.0,N,S Ravi,C Shamshuddin,-0.36672947878091483
980905,2016,7,2016-04-11,League,AJ Finch,38,6,4,4,field,4,wickets,5.0,162.0,20.0,N,AK Chaudhary,VA Kulkarni,-0.5510198777093691
980907,2016,2,2016-04-12,League,AB de Villiers,23,16,18,18,field,17,runs,45.0,228.0,20.0,N,HDPK Dharmasena,VK Sharma,1.2918841115751736
980909,2016,23,2016-04-13,League,RG Sharma,14,8,10,10,field,10,wickets,6.0,188.0,20.0,N,Nitin Menon,S Ravi,-0.5049472779772556
980911,2016,32,2016-04-14,League,AJ Finch,45,4,15,15,bat,4,wickets,7.0,164.0,20.0,N,VA Kulkarni,CK Nandan,-0.458874678245142
980913,2016,10,2016-04-15,League,A Mishra,16,3,6,3,field,3,wickets,8.0,112.0,20.0,N,S Ravi,C Shamshuddin,-0.4128020785130284
980915,2016,16,2016-04-16,League,G Gambhir,42,18,8,18,bat,8,wickets,8.0,143.0,20.0,N,AK Chaudhary,CK Nandan,-0.4128020785130284
980917,2016,26,2016-04-16,League,AJ Finch,55,10,4,4,field,4,wickets,3.0,144.0,20.0,N,HDPK Dharmasena,VK Sharma,-0.6431650771735963
980919,2016,7,2016-04-17,League,M Vohra,38,6,15,15,bat,6,wickets,6.0,153.0,20.0,N,S Ravi,C Shamshuddin,-0.5049472779772556
980921,2016,2,2016-04-17,League,Q de Kock,23,16,3,3,field,3,wickets,7.0,192.0,20.0,N,VA Kulkarni,A Nand Kishore,-0.458874678245142
980923,2016,16,2016-04-18,League,DA Warner,42,18,10,18,field,19,wickets,7.0,143.0,20.0,N,HDPK Dharmasena,VK Sharma,-0.458874678245142
980925,2016,7,2016-04-19,League,RV Uthappa,38,6,8,8,field,8,wickets,6.0,139.0,20.0,N,S Ravi,C Shamshuddin,-0.5049472779772556
980927,2016,26,2016-04-20,League,RG Sharma,55,10,16,10,field,10,wickets,6.0,171.0,20.0,N,AK Chaudhary,CK Nandan,-0.5049472779772556
980929,2016,32,2016-04-21,League,B Kumar,45,4,18,18,field,19,wickets,10.0,136.0,20.0,N,K Bharatan,HDPK Dharmasena,-0.3206568790488013
980931,2016,30,2016-04-22,League,AB de Villiers,30,15,16,15,field,17,runs,13.0,186.0,20.0,N,CB Gaffaney,VK Sharma,-0.18243907985246058
980933,2016,10,2016-04-23,League,SV Samson,16,3,10,10,field,3,runs,10.0,165.0,20.0,N,S Ravi,C Shamshuddin,-0.3206568790488013
980935,2016,16,2016-04-23,League,Mustafizur Rahman,42,18,6,18,field,19,wickets,5.0,144.0,20.0,N,AK Chaudhary,CK Nandan,-0.5510198777093691
980937,2016,32,2016-04-24,League,V Kohli,45,4,16,16,bat,4,wickets,6.0,181.0,20.0,N,K Bharatan,BNJ Oxenford,-0.5049472779772556
980939,2016,30,2016-04-24,League,SA Yadav,30,15,8,8,field,8,wickets,2.0,161.0,20.0,N,CB Gaffaney,A Nand Kishore,-0.6892376769057098
980941,2016,7,2016-04-25,League,PA Patel,38,6,10,6,field,10,runs,25.0,190.0,20.0,N,Nitin Menon,RJ Tucker,0.3704321169329022
980943,2016,16,2016-04-26,League,AB Dinda,42,18,15,15,field,16,runs,34.0,61.0,11.0,N,AY Dandekar,CK Nandan,0.7850855145219243
980945,2016,10,2016-04-27,League,CH Morris,16,3,4,3,field,4,runs,1.0,173.0,20.0,N,M Erasmus,S Ravi,-0.7353102766378233
980947,2016,26,2016-04-28,League,RG Sharma,55,10,8,10,field,10,wickets,6.0,175.0,20.0,N,Nitin Menon,RJ Tucker,-0.5049472779772556
980949,2016,30,2016-04-29,League,DR Smith,30,15,4,4,field,4,wickets,3.0,196.0,20.0,N,CB Gaffaney,BNJ Oxenford,-0.6431650771735963
980951,2016,10,2016-04-30,League,CR Brathwaite,16,3,8,8,field,3,runs,27.0,187.0,20.0,N,KN Ananthapadmanabhan,M Erasmus,0.46257731639712935
980953,2016,16,2016-04-30,League,DA Warner,42,18,16,16,field,19,runs,15.0,195.0,20.0,N,AK Chaudhary,HDPK Dharmasena,-0.09029388038823345
980955,2016,32,2016-05-01,League,AR Patel,45,4,6,4,field,6,runs,23.0,155.0,20.0,N,BNJ Oxenford,VK Sharma,0.27828691746867507
980957,2016,30,2016-05-01,League,RG Sharma,30,15,10,10,field,10,wickets,8.0,160.0,20.0,N,AY Dandekar,RJ Tucker,-0.4128020785130284
980959,2016,2,2016-05-02,League,AD Russell,23,16,8,8,field,8,wickets,5.0,186.0,20.0,N,M Erasmus,S Ravi,-0.5510198777093691
980961,2016,32,2016-05-03,League,RR Pant,45,4,3,3,field,3,wickets,8.0,150.0,20.0,N,CB Gaffaney,BNJ Oxenford,-0.4128020785130284
980963,2016,23,2016-05-04,League,AD Russell,14,8,6,6,field,8,runs,7.0,165.0,20.0,N,AK Chaudhary,HDPK Dharmasena,-0.458874678245142
980965,2016,10,2016-05-05,League,AM Rahane,16,3,15,15,field,16,wickets,7.0,163.0,20.0,N,C Shamshuddin,RJ Tucker,-0.458874678245142
980967,2016,16,2016-05-06,League,B Kumar,42,18,4,18,field,19,wickets,5.0,127.0,20.0,N,M Erasmus,S Ravi,-0.5510198777093691
980969,2016,2,2016-05-07,League,V Kohli,23,16,15,16,field,17,wickets,7.0,192.0,20.0,N,CB Gaffaney,BNJ Oxenford,-0.458874678245142
980971,2016,7,2016-05-07,League,MP Stoinis,38,6,3,3,field,6,runs,9.0,182.0,20.0,N,HDPK Dharmasena,CK Nandan,-0.36672947878091483
980973,2016,36,2016-05-08,League,A Nehra,11,10,18,10,field,19,runs,85.0,178.0,20.0,N,S Ravi,C Shamshuddin,3.134788100859716
980975,2016,23,2016-05-08,League,P Kumar,14,8,4,4,field,4,wickets,5.0,159.0,20.0,N,M Erasmus,RJ Tucker,-0.5510198777093691
980977,2016,7,2016-05-09,League,SR Watson,38,6,16,6,field,17,runs,1.0,176.0,20.0,N,AK Chaudhary,HDPK Dharmasena,-0.7353102766378233
980979,2016,36,2016-05-10,League,A Zampa,11,15,18,18,bat,19,runs,4.0,138.0,20.0,N,CB Gaffaney,VK Sharma,-0.5970924774414826
980981,2016,2,2016-05-11,League,KH Pandya,23,16,10,10,field,10,wickets,6.0,152.0,20.0,N,AY Dandekar,C Shamshuddin,-0.5049472779772556
980983,2016,16,2016-05-12,League,CH Morris,42,18,3,3,field,3,wickets,7.0,147.0,20.0,N,K Bharatan,M Erasmus,-0.458874678245142
980985,2016,36,2016-05-13,League,MP Stoinis,11,10,6,10,bat,6,wickets,7.0,125.0,20.0,N,HDPK Dharmasena,CK Nandan,-0.458874678245142
980987,2016,2,2016-05-14,League,AB de Villiers,23,16,4,4,field,17,runs,144.0,249.0,20.0,N,AY Dandekar,VK Sharma,5.853071485054416
980989,2016,23,2016-05-14,League,YK Pathan,14,8,15,15,bat,8,wickets,8.0,66.0,9.0,N,A Nand Kishore,BNJ Oxenford,-0.4128020785130284
980991,2016,7,2016-05-15,League,HM Amla,38,6,18,6,bat,19,wickets,7.0,180.0,20.0,N,KN Ananthapadmanabhan,M Erasmus,-0.458874678245142
980993,2016,36,2016-05-15,League,KH Pandya,11,10,3,3,field,10,runs,80.0,207.0,20.0,N,Nitin Menon,CK Nandan,2.904425102199148
980995,2016,23,2016-05-16,League,V Kohli,14,8,16,16,field,17,wickets,9.0,184.0,20.0,N,CB Gaffaney,A Nand Kishore,-0.36672947878091483
980997,2016,36,2016-05-17,League,AB Dinda,11,15,3,15,field,16,runs,19.0,58.0,11.0,N,Nitin Menon,C Shamshuddin,0.0939965185402208
980999,2016,2,2016-05-18,League,V Kohli,23,16,6,6,field,17,runs,82.0,203.0,14.0,N,KN Ananthapadmanabhan,M Erasmus,2.9965703016633753
981001,2016,20,2016-05-19,League,DR Smith,17,4,8,4,field,4,wickets,6.0,125.0,20.0,N,AK Chaudhary,CK Nandan,-0.5049472779772556
981003,2016,31,2016-05-20,League,KK Nair,48,3,18,3,field,3,wickets,6.0,159.0,20.0,N,A Nand Kishore,BNJ Oxenford,-0.5049472779772556
981005,2016,36,2016-05-21,League,MS Dhoni,11,15,6,6,bat,16,wickets,4.0,173.0,20.0,N,HDPK Dharmasena,Nitin Menon,-0.5970924774414826
981007,2016,20,2016-05-21,League,SK Raina,17,4,10,4,field,4,wickets,6.0,173.0,20.0,N,AK Chaudhary,CK Nandan,-0.5049472779772556
981009,2016,23,2016-05-22,League,YK Pathan,14,8,18,18,field,8,runs,22.0,172.0,20.0,N,KN Ananthapadmanabhan,M Erasmus,0.2322143177365615
981011,2016,31,2016-05-22,League,V Kohli,48,3,16,16,field,17,wickets,6.0,139.0,20.0,N,A Nand Kishore,BNJ Oxenford,-0.5049472779772556
981013,2016,2,2016-05-24,Qualifier 1,AB de Villiers,23,4,16,16,field,17,wickets,4.0,159.0,20.0,N,AK Chaudhary,HDPK Dharmasena,-0.5970924774414826
981015,2016,10,2016-05-25,Elimination Final,MC Henriques,16,18,8,8,field,19,runs,22.0,163.0,20.0,N,M Erasmus,C Shamshuddin,0.2322143177365615
981017,2016,10,2016-05-27,Qualifier 2,DA Warner,16,4,18,18,field,19,wickets,4.0,163.0,20.0,N,M Erasmus,CK Nandan,-0.5970924774414826
981019,2016,2,2016-05-29,Final,BCJ Cutting,23,16,18,18,bat,19,runs,8.0,209.0,20.0,N,HDPK Dharmasena,BNJ Oxenford,-0.4128020785130284
1082591,2017,16,2017-04-05,League,Yuvraj Singh,42,18,16,16,field,19,runs,35.0,208.0,20.0,N,AY Dandekar,NJ Llong,0.8311581142540378
1082592,2017,30,2017-04-06,League,SPD Smith,30,14,10,14,field,15,wickets,7.0,185.0,20.0,N,A Nand Kishore,S Ravi,-0.458874678245142
1082593,2017,32,2017-04-07,League,CA Lynn,45,4,8,8,field,8,wickets,10.0,184.0,20.0,N,Nitin Menon,CK Nandan,-0.3206568790488013
1082594,2017,17,2017-04-08,League,GJ Maxwell,20,6,14,6,field,6,wickets,6.0,164.0,20.0,N,AK Chaudhary,C Shamshuddin,-0.5049472779772556
1082595,2017,3,2017-04-08,League,KM Jadhav,25,16,3,16,bat,17,runs,15.0,158.0,20.0,N,S Ravi,VK Sharma,-0.09029388038823345
1082596,2017,16,2017-04-09,League,Rashid Khan,42,18,4,18,field,19,wickets,9.0,136.0,20.0,N,A Deshmukh,NJ Llong,-0.36672947878091483
1082597,2017,26,2017-04-09,League,N Rana,55,10,8,10,field,10,wickets,4.0,179.0,20.0,N,Nitin Menon,CK Nandan,-0.5970924774414826
1082598,2017,17,2017-04-10,League,AR Patel,20,6,16,16,bat,6,wickets,8.0,149.0,20.0,N,AK Chaudhary,C Shamshuddin,-0.4128020785130284
1082599,2017,30,2017-04-11,League,SV Samson,30,14,3,14,field,3,runs,97.0,206.0,20.0,N,AY Dandekar,S Ravi,3.687659297645079
1082600,2017,26,2017-04-12,League,JJ Bumrah,55,10,18,10,field,10,wickets,4.0,159.0,20.0,N,Nitin Menon,CK Nandan,-0.5970924774414826
1082601,2017,23,2017-04-13,League,SP Narine,14,8,6,8,field,8,wickets,8.0,171.0,20.0,N,A Deshmukh,NJ Llong,-0.4128020785130284
1082602,2017,2,2017-04-14,League,KA Pollard,23,16,10,10,field,10,wickets,4.0,143.0,20.0,N,KN Ananthapadmanabhan,AK Chaudhary,-0.5970924774414826
1082603,2017,32,2017-04-14,League,AJ Tye,45,4,14,4,field,4,wickets,7.0,172.0,20.0,N,A Nand Kishore,S Ravi,-0.458874678245142
1082604,2017,23,2017-04-15,League,RV Uthappa,14,8,18,18,field,8,runs,17.0,173.0,20.0,N,AY Dandekar,NJ Llong,0.0018513190759936718
1082605,2017,10,2017-04-15,League,CJ Anderson,16,3,6,3,bat,3,runs,51.0,189.0,20.0,N,YC Barde,Nitin Menon,1.5683197099678547
1082606,2017,26,2017-04-16,League,N Rana,55,10,4,10,field,10,wickets,6.0,177.0,20.0,N,A Nand Kishore,S Ravi,-0.5049472779772556
1082607,2017,2,2017-04-16,League,BA Stokes,23,16,14,16,field,15,runs,27.0,162.0,20.0,N,KN Ananthapadmanabhan,C Shamshuddin,0.46257731639712935
1082608,2017,10,2017-04-17,League,NM Coulter-Nile,16,3,8,3,bat,8,wickets,4.0,169.0,20.0,N,Nitin Menon,CK Nandan,-0.5970924774414826
1082609,2017,16,2017-04-17,League,B Kumar,42,18,6,6,field,19,runs,5.0,160.0,20.0,N,AY Dandekar,A Deshmukh,-0.5510198777093691
1082610,2017,32,2017-04-18,League,CH Gayle,45,4,16,4,field,17,runs,21.0,214.0,20.0,N,S Ravi,VK Sharma,0.18614171800444793
1082611,2017,16,2017-04-19,League,KS Williamson,42,18,3,18,bat,19,runs,15.0,192.0,20.0,N,CB Gaffaney,NJ Llong,-0.09029388038823345
1082612,2017,17,2017-04-20,League,JC Buttler,20,6,10,10,field,10,wickets,8.0,199.0,20.0,N,M Erasmus,C Shamshuddin,-0.4128020785130284
1082613,2017,23,2017-04-21,League,SK Raina,14,8,4,4,field,4,wickets,4.0,188.0,20.0,N,CB Gaffaney,Nitin Menon,-0.5970924774414826
1082614,2017,26,2017-04-22,League,MJ McClenaghan,55,10,3,3,field,10,runs,14.0,143.0,20.0,N,A Nand Kishore,S Ravi,-0.13636648012034702
1082615,2017,30,2017-04-22,League,MS Dhoni,30,14,18,14,field,15,wickets,6.0,177.0,20.0,N,AY Dandekar,A Deshmukh,-0.5049472779772556
1082616,2017,32,2017-04-23,League,HM Amla,45,4,6,4,field,6,runs,26.0,189.0,20.0,N,AK Chaudhary,M Erasmus,0.41650471666501576
1082617,2017,23,2017-04-23,League,NM Coulter-Nile,14,8,16,16,field,8,runs,82.0,132.0,20.0,N,CB Gaffaney,CK Nandan,2.9965703016633753
1082618,2017,26,2017-04-24,League,BA Stokes,55,10,14,10,field,15,runs,3.0,161.0,20.0,N,A Nand Kishore,S Ravi,-0.6431650771735963
1082620,2017,30,2017-04-26,League,RV Uthappa,30,14,8,8,field,8,wickets,7.0,183.0,20.0,N,AY Dandekar,NJ Llong,-0.458874678245142
1082621,2017,2,2017-04-27,League,AJ Tye,23,16,4,4,field,4,wickets,7.0,135.0,20.0,N,AK Chaudhary,C Shamshuddin,-0.458874678245142
1082622,2017,23,2017-04-28,League,G Gambhir,14,8,3,8,field,8,wickets,7.0,161.0,20.0,N,NJ Llong,S Ravi,-0.458874678245142
1082623,2017,7,2017-04-28,League,Rashid Khan,38,6,18,6,field,19,runs,26.0,208.0,20.0,N,Nitin Menon,CK Nandan,0.41650471666501576
1082624,2017,30,2017-04-29,League,LH Ferguson,30,14,16,16,field,15,runs,61.0,158.0,20.0,N,KN Ananthapadmanabhan,M Erasmus,2.0290457072889905
1082625,2017,32,2017-04-29,League,KH Pandya,45,4,10,4,bat,10,tie,0.0,154.0,20.0,Y,AK Chaudhary,CB Gaffaney,-0.781382876369937
1082626,2017,7,2017-04-30,League,Sandeep Sharma,38,6,3,6,field,6,wickets,10.0,68.0,20.0,N,YC Barde,CK Nandan,-0.3206568790488013
1082627,2017,16,2017-04-30,League,DA Warner,42,18,8,8,field,19,runs,48.0,210.0,20.0,N,AY Dandekar,S Ravi,1.4301019107715143
1082628,2017,26,2017-05-01,League,RG Sharma,55,10,16,16,bat,10,wickets,5.0,163.0,20.0,N,AK Chaudhary,CB Gaffaney,-0.5510198777093691
1082629,2017,30,2017-05-01,League,BA Stokes,30,14,4,14,field,15,wickets,5.0,162.0,20.0,N,M Erasmus,C Shamshuddin,-0.5510198777093691
1082630,2017,10,2017-05-02,League,Mohammed Shami,16,3,18,3,field,3,wickets,6.0,186.0,20.0,N,YC Barde,Nitin Menon,-0.5049472779772556
1082631,2017,23,2017-05-03,League,RA Tripathi,14,8,14,14,field,15,wickets,4.0,156.0,20.0,N,KN Ananthapadmanabhan,A Nand Kishore,-0.5970924774414826
1082632,2017,10,2017-05-04,League,RR Pant,16,3,4,3,field,3,wickets,7.0,209.0,20.0,N,M Erasmus,Nitin Menon,-0.458874678245142
1082633,2017,2,2017-05-05,League,Sandeep Sharma,23,16,6,16,field,6,runs,19.0,139.0,20.0,N,CB Gaffaney,C Shamshuddin,0.0939965185402208
1082634,2017,16,2017-05-06,League,JD Unadkat,42,18,14,18,field,15,runs,12.0,149.0,20.0,N,KN Ananthapadmanabhan,AK Chaudhary,-0.22851167958457416
1082635,2017,10,2017-05-06,League,LMP Simmons,16,3,10,3,field,10,runs,146.0,213.0,20.0,N,Nitin Menon,CK Nandan,5.945216684518644
1082636,2017,2,2017-05-07,League,SP Narine,23,16,8,8,field,8,wickets,6.0,159.0,20.0,N,AY Dandekar,C Shamshuddin,-0.5049472779772556
1082637,2017,7,2017-05-07,League,DR Smith,38,6,4,4,field,4,wickets,6.0,190.0,20.0,N,A Nand Kishore,VK Sharma,-0.5049472779772556
1082638,2017,16,2017-05-08,League,S Dhawan,42,18,10,10,bat,19,wickets,7.0,139.0,20.0,N,KN Ananthapadmanabhan,M Erasmus,-0.458874678245142
1082639,2017,7,2017-05-09,League,MM Sharma,38,6,8,8,field,6,runs,14.0,168.0,20.0,N,A Nand Kishore,S Ravi,-0.13636648012034702
1082640,2017,20,2017-05-10,League,SS Iyer,17,4,3,3,field,3,wickets,2.0,196.0,20.0,N,YC Barde,AK Chaudhary,-0.6892376769057098
1082641,2017,26,2017-05-11,League,WP Saha,55,10,6,10,field,6,runs,7.0,231.0,20.0,N,A Deshmukh,A Nand Kishore,-0.458874678245142
1082642,2017,10,2017-05-12,League,KK Nair,16,3,14,3,bat,3,runs,7.0,169.0,20.0,N,KN Ananthapadmanabhan,CK Nandan,-0.458874678245142
1082643,2017,20,2017-05-13,League,Mohammed Siraj,17,4,18,18,field,19,wickets,8.0,155.0,20.0,N,AK Chaudhary,Nitin Menon,-0.4128020785130284
1082644,2017,23,2017-05-13,League,AT Rayudu,14,8,10,8,field,10,runs,9.0,174.0,20.0,N,A Nand Kishore,S Ravi,-0.36672947878091483
1082645,2017,30,2017-05-14,League,JD Unadkat,30,14,6,14,field,15,wickets,9.0,74.0,20.0,N,AY Dandekar,A Deshmukh,-0.36672947878091483
1082646,2017,10,2017-05-14,League,HV Patel,16,3,16,16,bat,17,runs,10.0,162.0,20.0,N,CK Nandan,C Shamshuddin,-0.3206568790488013
1082647,2017,26,2017-05-16,Qualifier 1,Washington Sundar,55,10,14,10,field,15,runs,20.0,163.0,20.0,N,S Ravi,C Shamshuddin,0.14006911827233437
1082648,2017,2,2017-05-17,Eliminator,NM Coulter-Nile,23,18,8,8,field,8,wickets,7.0,48.0,6.0,N,AK Chaudhary,Nitin Menon,-0.458874678245142
1082649,2017,2,2017-05-19,Qualifier 2,KV Sharma,23,10,8,10,field,10,wickets,6.0,108.0,20.0,N,NJ Llong,Nitin Menon,-0.5049472779772556
1082650,2017,16,2017-05-21,Final,KH Pandya,42,10,14,10,bat,10,runs,1.0,130.0,20.0,N,NJ Llong,S Ravi,-0.7353102766378233
1136561,2018,26,2018-04-07,League,DJ Bravo,55,10,0,0,field,0,wickets,1.0,166.0,20.0,N,CB Gaffaney,A Nand Kishore,-0.7353102766378233
1136562,2018,7,2018-04-08,League,KL Rahul,37,3,6,6,field,6,wickets,6.0,167.0,20.0,N,KN Ananthapadmanabhan,RJ Tucker,-0.5049472779772556
1136563,2018,23,2018-04-08,League,SP Narine,14,16,8,8,field,8,wickets,4.0,177.0,20.0,N,A Deshmukh,C Shamshuddin,-0.5970924774414826
1136564,2018,16,2018-04-09,League,S Dhawan,41,13,18,18,field,19,wickets,9.0,126.0,20.0,N,NJ Llong,VA Kulkarni,-0.36672947878091483
1136565,2018,8,2018-04-10,League,SW Billings,26,8,0,0,field,0,wickets,5.0,203.0,20.0,N,AK Chaudhary,CB Gaffaney,-0.5510198777093691
1136566,2018,18,2018-04-11,League,SV Samson,46,13,3,3,field,14,runs,10.0,71.0,6.0,N,KN Ananthapadmanabhan,Nitin Menon,-0.3206568790488013
1136567,2018,16,2018-04-12,League,Rashid Khan,41,10,18,18,field,19,wickets,1.0,148.0,20.0,N,CK Nandan,NJ Llong,-0.7353102766378233
1136568,2018,3,2018-04-13,League,UT Yadav,25,6,16,16,field,17,wickets,4.0,156.0,20.0,N,A Deshmukh,S Ravi,-0.5970924774414826
1136569,2018,26,2018-04-14,League,JJ Roy,55,10,3,3,field,3,wickets,7.0,195.0,20.0,N,KN Ananthapadmanabhan,Nitin Menon,-0.458874678245142
1136570,2018,23,2018-04-14,League,B Stanlake,14,8,18,18,field,19,wickets,5.0,139.0,20.0,N,AK Chaudhary,A Nand Kishore,-0.5510198777093691
1136571,2018,3,2018-04-15,League,SV Samson,25,13,16,16,field,14,runs,19.0,218.0,20.0,N,C Shamshuddin,S Ravi,0.0939965185402208
1136572,2018,7,2018-04-15,League,CH Gayle,37,6,0,0,field,6,runs,4.0,198.0,20.0,N,CK Nandan,VA Kulkarni,-0.5970924774414826
1136573,2018,23,2018-04-16,League,N Rana,14,8,3,3,field,8,runs,71.0,201.0,20.0,N,AK Chaudhary,A Nand Kishore,2.489771704610126
1136574,2018,26,2018-04-17,League,RG Sharma,55,10,16,16,field,10,runs,46.0,214.0,20.0,N,Nitin Menon,RJ Tucker,1.337956711307287
1136575,2018,18,2018-04-18,League,N Rana,46,13,8,8,field,8,wickets,7.0,161.0,20.0,N,A Deshmukh,S Ravi,-0.458874678245142
1136576,2018,7,2018-04-19,League,CH Gayle,37,6,18,6,bat,6,runs,15.0,194.0,20.0,N,AK Chaudhary,NJ Llong,-0.09029388038823345
1136577,2018,30,2018-04-20,League,SR Watson,30,0,13,13,field,0,runs,64.0,205.0,20.0,N,KN Ananthapadmanabhan,Nitin Menon,2.167263506485331
1136578,2018,23,2018-04-21,League,KL Rahul,14,8,6,6,field,6,wickets,9.0,125.0,13.0,N,A Deshmukh,C Shamshuddin,-0.36672947878091483
1136579,2018,3,2018-04-21,League,AB de Villiers,25,3,16,16,field,17,wickets,6.0,175.0,20.0,N,CB Gaffaney,CK Nandan,-0.5049472779772556
1136580,2018,16,2018-04-22,League,AT Rayudu,41,0,18,18,field,0,runs,4.0,183.0,20.0,N,AK Chaudhary,VA Kulkarni,-0.5970924774414826
1136581,2018,18,2018-04-22,League,JC Archer,46,10,13,10,bat,14,wickets,3.0,168.0,20.0,N,KN Ananthapadmanabhan,RJ Tucker,-0.6431650771735963
1136582,2018,10,2018-04-23,League,AS Rajpoot,0,6,3,3,field,6,runs,4.0,144.0,20.0,N,A Nand Kishore,CK Nandan,-0.5970924774414826
1136583,2018,26,2018-04-24,League,Rashid Khan,55,18,10,10,field,19,runs,31.0,119.0,20.0,N,C Shamshuddin,S Ravi,0.6468677153255836
1136584,2018,3,2018-04-25,League,MS Dhoni,25,16,0,0,field,0,wickets,5.0,206.0,20.0,N,NJ Llong,VK Sharma,-0.5510198777093691
1136585,2018,16,2018-04-26,League,AS Rajpoot,41,18,6,6,field,19,runs,13.0,133.0,20.0,N,CK Nandan,YC Barde,-0.18243907985246058
1136586,2018,10,2018-04-27,League,SS Iyer,0,3,8,8,field,3,runs,55.0,220.0,20.0,N,C Shamshuddin,S Ravi,1.752610108896309
1136587,2018,30,2018-04-28,League,RG Sharma,30,0,10,10,field,10,wickets,8.0,170.0,20.0,N,CB Gaffaney,Nitin Menon,-0.4128020785130284
1136588,2018,18,2018-04-29,League,KS Williamson,46,18,13,18,bat,19,runs,11.0,152.0,20.0,N,BNJ Oxenford,A Nand Kishore,-0.2745842793166877
1136589,2018,3,2018-04-29,League,CA Lynn,25,16,8,8,field,8,wickets,6.0,176.0,20.0,N,AK Chaudhary,NJ Llong,-0.5049472779772556
1136590,2018,30,2018-04-30,League,SR Watson,30,0,3,3,field,0,runs,13.0,212.0,20.0,N,AY Dandekar,C Shamshuddin,-0.18243907985246058
1136591,2018,3,2018-05-01,League,TG Southee,25,16,10,10,field,17,runs,14.0,168.0,20.0,N,M Erasmus,Nitin Menon,-0.13636648012034702
1136592,2018,10,2018-05-02,League,RR Pant,0,3,13,13,field,3,runs,4.0,151.0,12.0,N,CK Nandan,VK Sharma,-0.5970924774414826
1136593,2018,23,2018-05-03,League,SP Narine,14,0,8,8,field,8,wickets,6.0,178.0,20.0,N,A Deshmukh,HDPK Dharmasena,-0.5049472779772556
1136594,2018,17,2018-05-04,League,SA Yadav,20,6,10,10,field,10,wickets,6.0,175.0,20.0,N,AY Dandekar,S Ravi,-0.5049472779772556
1136595,2018,30,2018-05-05,League,RA Jadeja,30,16,0,0,field,0,wickets,6.0,128.0,20.0,N,Nitin Menon,YC Barde,-0.5049472779772556
1136596,2018,16,2018-05-05,League,Rashid Khan,41,3,18,3,bat,19,wickets,7.0,164.0,20.0,N,BNJ Oxenford,CK Nandan,-0.458874678245142
1136597,2018,26,2018-05-06,League,HH Pandya,55,10,8,8,field,10,runs,13.0,182.0,20.0,N,A Deshmukh,HDPK Dharmasena,-0.18243907985246058
1136598,2018,17,2018-05-06,League,Mujeeb Ur Rahman,20,13,6,6,field,6,wickets,6.0,153.0,20.0,N,C Shamshuddin,S Ravi,-0.5049472779772556
1136599,2018,16,2018-05-07,League,KS Williamson,41,18,16,16,field,19,runs,5.0,147.0,20.0,N,BNJ Oxenford,VK Sharma,-0.5510198777093691
1136600,2018,18,2018-05-08,League,JC Buttler,46,13,6,13,bat,14,runs,15.0,159.0,20.0,N,M Erasmus,Nitin Menon,-0.09029388038823345
1136601,2018,23,2018-05-09,League,Ishan Kishan,14,10,8,8,field,10,runs,102.0,211.0,20.0,N,KN Ananthapadmanabhan,AK Chaudhary,3.9180222963056464
1136602,2018,10,2018-05-10,League,S Dhawan,0,3,18,3,bat,19,wickets,9.0,188.0,20.0,N,AY Dandekar,C Shamshuddin,-0.36672947878091483
1136603,2018,18,2018-05-11,League,JC Buttler,46,0,13,0,bat,14,wickets,4.0,177.0,20.0,N,M Erasmus,YC Barde,-0.5970924774414826
1136604,2018,17,2018-05-12,League,SP Narine,20,8,6,6,field,8,runs,31.0,246.0,20.0,N,CK Nandan,VK Sharma,0.6468677153255836
1136605,2018,10,2018-05-12,League,AB de Villiers,0,3,16,16,field,17,wickets,5.0,182.0,20.0,N,KN Ananthapadmanabhan,HDPK Dharmasena,-0.5510198777093691
1136606,2018,30,2018-05-13,League,AT Rayudu,30,18,0,0,field,0,wickets,8.0,180.0,20.0,N,M Erasmus,YC Barde,-0.4128020785130284
1136607,2018,26,2018-05-13,League,JC Buttler,55,10,13,13,field,14,wickets,7.0,169.0,20.0,N,Nitin Menon,S Ravi,-0.458874678245142
1136608,2018,17,2018-05-14,League,UT Yadav,20,6,16,16,field,17,wickets,10.0,89.0,20.0,N,BNJ Oxenford,VK Sharma,-0.3206568790488013
1136609,2018,23,2018-05-15,League,Kuldeep Yadav,14,13,8,8,field,8,wickets,6.0,143.0,20.0,N,AK Chaudhary,HDPK Dharmasena,-0.5049472779772556
1136610,2018,26,2018-05-16,League,JJ Bumrah,55,10,6,6,field,10,runs,3.0,187.0,20.0,N,M Erasmus,Nitin Menon,-0.6431650771735963
1136611,2018,3,2018-05-17,League,AB de Villiers,25,16,18,18,field,17,runs,14.0,219.0,20.0,N,AY Dandekar,S Ravi,-0.13636648012034702
